id,Phrase,Anchor_or_Target
1095,busy_path,target
1096,flag_pole,target
1097,frame_flag,target
1098,header_id,target
1099,liveness_message,target
1100,negative_acknowledgement,target
1101,network,target
1102,null_data,target
1103,positive_acknowledgement,target
1104,positive_acknowledgement_packet,target
1105,provide_for_tuning,target
1106,provide_restoring_force,target
1107,provided_acknowledgement,target
1108,provider_networks,target
1109,server_message,target
1110,sms_acknowledgement,target
1111,tcp_acknowledgement,target
1112,window_frame,target
1113,acoustic_effect,target
1114,acoustic_modulator,target
1115,acoustic_optical_modulator,target
1116,acousto_optic_element,target
1117,acousto_optic_modulating_element,target
1118,acousto_optical_element,target
1119,acoustooptic,target
1120,acoustooptic_deflector,target
1121,amplifier,target
1122,analog_signal,target
1123,beam_support,target
1124,electrical_drive_signal,target
1125,electrooptical,target
1126,electrooptical_effect,target
1127,electrooptical_modulator,target
1128,isolator,target
1129,laser_beam,target
1130,light_wave,target
1131,moderator_reactor,target
1132,modulator_chemistry,target
1133,modulator_enzyme,target
1134,modulator_medicine,target
1135,optic_nerve,target
1136,optical_coupler,target
1137,optical_frequency_shifter,target
1138,optical_modulator,target
1139,optical_splitter,target
1140,optical_splitting_coupler,target
1141,optical_splitting_splitter,target
1142,output_coupler,target
1143,output_modulator,target
1144,piezoelectric,target
1145,piezoelectric_modulator,target
1146,sound_signal,target
1147,sound_waves,target
1148,acid_groups,target
1149,acid_units,target
1150,acrylate,target
1151,acrylate_functional_groups,target
1152,acrylate_ion,target
1153,acrylate_monomers,target
1154,acrylate_units,target
1155,acrylic_acid,target
1156,aryl_halide,target
1157,carbonyl_carbon,target
1158,carboxylic_acid_groups,target
1159,coametic,target
1160,comonomer,target
1161,contained_acrylate_groups,target
1162,contained_acrylate_units,target
1163,contained_functional_groups,target
1164,contained_functional_units,target
1165,copolymerized_acrylate_groups,target
1166,copolymerized_acrylate_units,target
1167,copolymerized_functional_groups,target
1168,copolymerized_functional_units,target
1169,copolymers,target
1170,ester_group,target
1171,functional_acrylate,target
1172,functional_groups,target
1173,group_discussion,target
1174,group_of_students,target
1175,groups,target
1176,interpolymer_invention,target
1177,maleic_acid_groups,target
1178,medical_group,target
1179,methacrylate,target
1180,methacrylate_groups,target
1181,methacrylate_units,target
1182,methyl_acrylate,target
1183,methyl_methacrylate,target
1184,modified_acrylates,target
1185,monomers,target
1186,nitro_group,target
1187,paper,target
1188,pendant_group,target
1189,polymers,target
1190,prop_2_enoates,target
1191,salts_and_esters,target
1192,sheet,target
1193,unsaturated_groups,target
1194,unsaturated_units,target
1195,vinyl_group,target
1196,absence,target
1197,activator,target
1198,activator_position,target
1199,activator_site,target
1200,aperture,target
1201,aperture_position,target
1202,aperture_site,target
1203,distal_extended_position,target
1204,distal_extended_state,target
1205,distal_position,target
1206,distal_state,target
1207,initial_position,target
1208,intermediate_position,target
1209,lancing,target
1210,lancing_configuration,target
1211,lancing_position,target
1212,opening,target
1213,opening_position,target
1214,proximal_distal_position,target
1215,proximal_extended_position,target
1216,proximal_extended_state,target
1217,retracted_position,target
1218,retracted_state,target
1219,use_configuration,target
1220,use_position,target
1221,activated_grid_position,target
1222,activated_position,target
1223,activating_area,target
1224,activating_card,target
1225,activating_location,target
1226,activating_point,target
1227,activating_position,target
1228,activating_powder,target
1229,activating_spot,target
1230,activation_function_in_neural_network,target
1231,activation_position,target
1232,cell_position,target
1233,closed_configuration,target
1234,closed_position,target
1235,conveyor_chain,target
1236,extended_position,target
1237,heater_tray,target
1238,housing,target
1239,knotter_operating_mechanism,target
1240,open_configuration,target
1241,open_point,target
1242,operating_position,target
1243,outer_container,target
1244,position_of_thyroid_gland,target
1245,producing_a_coil,target
1246,protruding_position,target
1247,sealed_package,target
1248,spinal_cord_position,target
1249,activated,target
1250,activating,target
1251,activating_condition,target
1252,activating_configuration,target
1253,activating_positions,target
1254,activation,target
1255,activation_condition,target
1256,activation_configuration,target
1257,activation_state,target
1258,active_material,target
1259,active_region,target
1260,active_transport,target
1261,active_working_location,target
1262,deactivating_position,target
1263,designated_port,target
1264,functional_location,target
1265,geoposition,target
1266,initial_operative_position,target
1267,initial_runner,target
1268,initial_symptoms,target
1269,location_finder,target
1270,nodes,target
1271,operating_positions,target
1272,operative_person,target
1273,protected_link,target
1274,routing_topology,target
1275,working_position,target
1276,acetyl_chloride,target
1277,acid_functionalized_acylate,target
1278,acid_with_acyl_introduction,target
1279,acidity,target
1280,acyl_groups_into_acid,target
1281,acylate,target
1282,acylate_with_chloride,target
1283,acylating_agent,target
1284,acylation_with_acid,target
1285,bouquet,target
1286,cellulose_acylate_films,target
1287,electrophile,target
1288,fatty_acids,target
1289,gastric_acidity,target
1290,introduction_session,target
1291,metal_catalysts,target
1292,modification,target
1293,produce_cellulose_acylate_film,target
1294,self_introduction,target
1295,ulcer,target
1296,adapt_for_training,target
1297,adaptation_of_polar_bear,target
1298,adapted_mind,target
1299,adapted_vehicle,target
1300,adapter,target
1301,adaptive_learning,target
1302,adaptive_learning_communication,target
1303,channel_of_communication,target
1304,charger,target
1305,communication_channels,target
1306,configured_learning,target
1307,constructive_learning,target
1308,food_adaptation,target
1309,language_education,target
1310,language_learning,target
1311,provided_learning,target
1312,provided_learnings,target
1313,speech_communication,target
1314,training,target
1315,use_for_learning,target
1316,verbal_communication,target
1317,adaptive,target
1318,adaptive_behaviour,target
1319,adaptive_equalizer,target
1320,adaptive_immunity,target
1321,adaptive_linear_structured_light,target
1322,adaptive_modular_guideway,target
1323,adaptive_radiation,target
1324,adaptive_signal,target
1325,adaptive_skills,target
1326,adaptive_structure,target
1327,adjustable_linear,target
1328,array,target
1329,array_signal,target
1330,artificial_neural_network,target
1331,fixed_pattern,target
1332,flexible_linear,target
1333,interpolation_method,target
1334,linear_adaptive,target
1335,linear_call,target
1336,linear_equation,target
1337,non_linear_adaptive,target
1338,self_adaptive_linear,target
1339,three_dimensional_measurement,target
1340,time_invariant_filter,target
1341,adapting,target
1342,adapting_linear,target
1343,adaptive_filter,target
1344,adaptive_linear_combiner,target
1345,adaptive_linear_digital_model,target
1346,adaptive_linear_equalization,target
1347,adaptive_linear_filter,target
1348,adaptive_nature,target
1349,automatic_linear,target
1350,dynamic_linear,target
1351,equalizer,target
1352,linear_contrast_enhancement,target
1353,linear_graph,target
1354,linear_model,target
1355,linear_pair_of_angles,target
1356,linearly_adaptive,target
1357,mp_tc,target
1358,non_adaptive_speckle_filtering,target
1359,non_linear_model,target
1360,recursion_estimator,target
1361,adhering_mount,target
1362,adhesive,target
1363,adhesive_attachment,target
1364,adhesive_bases,target
1365,adhesive_forces,target
1366,adhesive_layer,target
1367,adhesive_mount,target
1368,bracket_mount,target
1369,cohesive_mount,target
1370,fixation_tape,target
1371,fixed_mount,target
1372,flange,target
1373,flange_comprising_including,target
1374,flange_comprising_mounting,target
1375,flange_including,target
1376,flange_mounting,target
1377,glue_mounting,target
1378,lens_mount,target
1379,mountain_range,target
1380,mounting,target
1381,mounting_a_mountain,target
1382,mounting_bracket,target
1383,mounting_comprising_including,target
1384,mounting_flange_including,target
1385,mounting_flange_mounting,target
1386,mounting_glues,target
1387,mounting_needle,target
1388,mounting_of_file_system,target
1389,mounting_using_adhesives,target
1390,rapid_drying,target
1391,releasable_mounting,target
1392,removable_adhesive_mounting,target
1393,screw_mount,target
1394,separate_adhesive_mounting,target
1395,sticking_mount,target
1396,temporary_mounting,target
1397,adjacent_angles,target
1398,adjacent_front,target
1399,adjacent_lateral_surface,target
1400,adjacent_lateral_surface_area,target
1401,adjacent_sides,target
1402,adjacent_to_mall,target
1403,adjacent_to_office,target
1404,adjacent_to_side,target
1405,adjacent_to_station,target
1406,area_of_the_base,target
1407,arranged_laterally,target
1408,corresponding_inwardly,target
1409,height,target
1410,inwardly,target
1411,lateral_communication,target
1412,lateral_object,target
1413,lateral_speech,target
1414,laterally,target
1415,laterally_adjacent,target
1416,laterally_on_side,target
1417,laterally_positioned,target
1418,longitudinally_of_laterally,target
1419,longitudinally_spaced_laterally,target
1420,opposite_sides,target
1421,radius,target
1422,respective_inwardly,target
1423,respective_outwardly,target
1424,spaced_lateral_sides,target
1425,spaced_laterally,target
1426,upwardly,target
1427,abutting_laterally,target
1428,adjacent,target
1429,adjacent_buildings,target
1430,adjacent_channel_interference,target
1431,adjacent_communications,target
1432,adjacent_laterally,target
1433,adjacent_nerves,target
1434,adjacent_sideways,target
1435,adjacent_system,target
1436,adjoining_laterally,target
1437,awl_tip_portion,target
1438,closely,target
1439,contiguous_laterally,target
1440,cup_units,target
1441,immediately,target
1442,insulated_metal_wire,target
1443,lateral,target
1444,laterally_restrained_beam,target
1445,separated_laterally,target
1446,successive_circumferentially,target
1447,successive_closely,target
1448,successively,target
1449,threading_tool,target
1450,welding_coated_stamped_sections,target
1451,adjust_bike_speed,target
1452,adjust_flow,target
1453,adjust_in_bus,target
1454,adjust_space_in_home,target
1455,adjustment_cost,target
1456,alter_gas_flow,target
1457,alter_the_gas_flow_rate,target
1458,block_gas_flow,target
1459,controlled_gas_flow,target
1460,external,target
1461,flower,target
1462,gas,target
1463,gas_supply,target
1464,moderate_the_gas_flow_rate,target
1465,modify_gas_flow,target
1466,modify_the_gas_flow_rate,target
1467,pressure,target
1468,pressurized_supply,target
1469,psychology,target
1470,regulate_gas_flow,target
1471,regulate_the_gas_flow_rate,target
1472,supply_gas,target
1473,supply_pressure,target
1474,supplying_gas,target
1475,supplying_pressure,target
1476,supplying_processing_gas,target
1477,supplying_processing_substrate,target
1478,supplying_the_gas,target
1479,supplying_the_substrate,target
1480,transfer,target
1481,transferring_processing_gas,target
1482,transferring_processing_substrate,target
1483,transferring_the_gas,target
1484,transferring_the_substrate,target
1485,water_pressure,target
1486,adjust_fan,target
1487,adjust_gas_flow_rate,target
1488,adjustable_table,target
1489,adjusting_fluid_flow,target
1490,altering_gas_flow,target
1491,calibrating_adjustment,target
1492,changing_gas_flow,target
1493,control_graph,target
1494,control_instruments,target
1495,control_valve,target
1496,controlling_gas_flow,target
1497,flow_chart,target
1498,flow_meter,target
1499,flowing_gas,target
1500,gas_flow,target
1501,gas_pressure_adjustment,target
1502,gas_regulator,target
1503,measuring_unit,target
1504,regulating_unit,target
1505,regulator,target
1506,adjustable,target
1507,adjustable_multi,target
1508,adjustable_multiple,target
1509,adjustable_multiple_angles,target
1510,adjustable_multiple_blades,target
1511,adjustable_screen_brightness,target
1512,adjustable_shunt_regulator,target
1513,adjustable_wifi_router,target
1514,adjusted_multiple,target
1515,aim_adjustable_multiple,target
1516,composite_material_workpiece,target
